"Sequence",0,1,2
"144055_Cellulomonas_humilata-Micrococcales",-0.0015571117,1.9185368,4.062479
"2530384_Saccharopolyspora_terrae-Pseudonocardiales",0.25115156,0.5516329,-0.17633986
"2842303_Nocardia_albiluteola-Corynebacteriales",-0.72127163,-1.612,0.51702356
"502268_Micromonospora_qiuiae-Micromonosporales",0.72558874,3.1264923,0.20274663
"2304675_Antribacter_gilvus-Micrococcales",-0.41057372,2.185598,3.701418
"2575442_Herbidospora_galbida-Streptosporangiales",1.1121023,4.3517036,-0.32500696
"66887_Streptomyces_filipinensis-Streptomycetales",4.3325872,0.8146459,3.2835238
"1070424_Acrocarpospora_phusangensis-Streptosporangiales",1.2104251,4.3723593,-0.38270926
"451764_Microbacterium_luticocti-Micrococcales",-1.0271951,3.9228973,2.8638825
"369930_Amycolatopsis_echigonensis-Pseudonocardiales",0.18976653,0.6631589,-0.46508145
"150177_Acrocarpospora_macrocephala-Streptosporangiales",1.1889944,4.4099846,-0.41450477
"2761496_Occultella_aeris-Micrococcales",-0.24632072,2.179906,3.629204
"37925_Thermocrispum_agreste-Pseudonocardiales",0.22676623,0.95287704,0.007879257
"2067568_Microbacterium_halophytorum-Micrococcales",-0.45596516,3.4805412,2.9163105
"1872709_Allorhizocola_rhizosphaerae-Micromonosporales",0.54759926,3.125207,0.28582406
"699879_Mycetocola_manganoxydans-Micrococcales",-0.8414432,4.0815463,2.5234306
"237656_Pseudonocardia_antarctica-Pseudonocardiales",-0.009488165,0.40029728,-0.2646339
"46172_Nonomuraea_angiospora-Streptosporangiales",1.1472062,4.793849,-0.9648373
"2724524_Amycolatopsis_acididurans-Pseudonocardiales",0.05377376,0.889392,-0.55917525
"1434886_Streptomyces_oryzae-Streptomycetales",3.8541765,1.3282118,2.878271
"1073253_Thermocatellispora_tengchongensis-Streptosporangiales",1.1813312,4.356862,-0.79641247
"2762210_Oerskovia_douganii-Micrococcales",-0.6329807,2.539249,3.554087
"103232_Streptomyces_ipomoeae-Streptomycetales",4.4989967,0.8407425,3.4441552
"795644_Sphaerimonospora_thailandensis-Streptosporangiales",1.2048169,4.357165,-0.4269488
"2666298_Spongiactinospora_gelatinilytica-Streptosporangiales",1.1270771,4.372278,-0.45152974
"248551_Nocardia_testacea-Corynebacteriales",-0.5968703,-0.12554592,-0.17252326
"2775421_Flavimobilis_rhizosphaerae-Micrococcales",-0.45046735,2.5448756,3.4035175
"28893_Streptomyces_pilosus-Streptomycetales",4.5729194,0.8292148,3.24495
"1162970_Homoserinimonas_aerilata-Micrococcales",-0.9993429,3.5613136,2.8217824
"67352_Kitasatospora_purpeofusca-Streptomycetales",4.072068,0.67054343,2.9723434
"257281_Nocardia_concava-Corynebacteriales",-0.42797005,0.21848893,-0.26777887
"1981511_Phytoactinopolyspora_halophila-Jiangellales",0.44553378,2.3734667,2.7137206
"1931992_Gandjariella_thermophila-Pseudonocardiales",-0.15022874,0.73717827,-0.47453642
"113565_Actinoplanes_globisporus-Micromonosporales",0.25146663,3.2081063,0.16907239
"1720198_Actinomyces_provencensis-Actinomycetales",-0.43443453,1.7020324,4.5914826
"2530373_Jiangella_aurantiaca-Jiangellales",0.33106875,2.185175,3.0670984
"2203715_Micromonospora_arida-Micromonosporales",0.7856986,3.0657444,0.384475
"2571143_Rhodococcus_oryzae-Corynebacteriales",-0.31396413,-1.5159416,0.44804668
"1968_Streptomyces_cellulosae-Streptomycetales",4.7750235,0.5220152,3.2044554
"543886_Saccharopolyspora_endophytica-Pseudonocardiales",0.25115156,0.5516329,-0.17633986
"1470178_Actinopolyspora_biskrensis-Actinopolysporales",0.088182926,0.66278803,0.0150568485
"2798581_Streptomyces_montanisoli-Streptomycetales",4.413856,0.5173503,2.9496534
"1367882_Planobispora_takensis-Streptosporangiales",1.2177439,4.8018556,-0.91113305
"2681492_Streptomyces_typhae-Streptomycetales",4.5333214,0.66026855,3.3728795
"47857_Micromonospora_echinaurantiaca-Micromonosporales",0.747344,3.1123307,0.2612157
"285535_Streptomyces_fulvoviolaceus-Streptomycetales",4.900552,0.489797,3.126744
"531310_Marinactinospora_thermotolerans-Streptosporangiales",1.241754,3.500503,0.06191635
"2499994_Verrucosispora_sioxanthis-Micromonosporales",0.6862236,3.4793448,-0.035278797
"1581193_Nonomuraea_indica-Streptosporangiales",1.1980622,4.8164005,-0.9836073
"548480_Bifidobacterium_longum-Bifidobacteriales",-1.3471746,-1.1466725,6.798918
"1523247_Geodermatophilus_dictyosporus-Geodermatophilales",0.93999547,2.2176256,0.8474827
"2340917_Amycolatopsis_panacis-Pseudonocardiales",0.25543982,0.69446504,-0.4577527
"1411118_Thermomonospora_cellulosilytica-Streptosporangiales",1.2691458,3.7008882,0.12460375
"66876_Streptomyces_chattanoogensis-Streptomycetales",4.081192,1.0575166,2.29627
"2684470_Actinokineospora_xionganensis-Pseudonocardiales",0.009524882,0.81867725,-0.56915045
"1698_Brevibacterium_epidermidis-Micrococcales",-0.2933843,2.0672076,3.6315875
"1969805_Catellatospora_sichuanensis-Micromonosporales",0.38973007,3.2876081,0.23143291
"2784346_Streptomyces_acididurans-Streptomycetales",4.009327,0.6964363,2.7102675
"887462_Streptomyces_brevispora-Streptomycetales",4.768366,0.6260967,3.0015416
"264251_Cellulosimicrobium_funkei-Micrococcales",-0.6268674,1.3137306,4.926687
"2053191_Microbacterium_album-Micrococcales",-0.8750036,3.8903143,2.8520818
"402650_Actinomycetospora_chiangmaiensis-Pseudonocardiales",0.012658358,0.35294497,0.06202078
"2200761_Lentzea_terrae-Pseudonocardiales",0.08400869,0.53641695,-0.2573483
"99480_Tetrasphaera_australiensis-Micrococcales",-0.64497304,1.6972139,4.287565
"1997_Microtetraspora_fusca-Streptosporangiales",1.1943693,4.57948,-0.84478045
"1664_Arthrobacter_glacialis-Micrococcales",-0.22938633,3.3202045,2.6613884
"1759536_Microlunatus_kandeliicorticis-Propionibacteriales",0.79420966,2.402192,2.570911
"155975_Actinokineospora_enzanensis-Pseudonocardiales",-0.009819448,0.8532299,-0.40647316
"995034_Mycetocola_miduiensis-Micrococcales",-0.82989264,4.0070415,2.6346273
"1803180_Streptomyces_phyllanthi-Streptomycetales",4.773582,0.45733345,3.0540767
"455193_Saccharopolyspora_antimicrobica-Pseudonocardiales",0.28768504,0.47378072,-0.06350231
"408066_Aldersonia_kunmingensis-Corynebacteriales",-0.5021597,-0.15547073,-0.24512482
"879618_Micromonospora_trujilloniae-Micromonosporales",0.75264186,3.1313157,0.17946553
"2052941_Bifidobacterium_callitrichidarum-Bifidobacteriales",-1.3569136,-1.1957767,6.8510523
"2587813_Nesterenkonia_haasae-Micrococcales",-0.63280797,2.8552828,3.0622838
"1386088_Intrasporangium_chromatireducens-Micrococcales",-0.3729297,1.7501822,4.5835285
"366584_Pseudonocardia_oroxyli-Pseudonocardiales",-0.0715366,0.74519646,-0.26992178
"281105_Kitasatospora_viridis-Streptomycetales",3.7603006,0.91403395,2.8989515
"46177_Nonomuraea_pusilla-Streptosporangiales",1.1353759,4.8085103,-1.0024135
"2614688_Microbispora_cellulosiformans-Streptosporangiales",1.1711121,4.457763,-0.56407475
"85558_Streptomyces_turgidiscabies-Streptomycetales",4.709381,0.664335,3.028082
"543527_Saccharothrix_variisporea-Pseudonocardiales",0.1801318,0.4147516,-0.2856462
"419015_Alloscardovia_omnicolens-Bifidobacteriales",-1.351599,0.350098,5.4134393
"515814_Nesterenkonia_alba-Micrococcales",-0.47727263,2.7748075,2.9750965
"619741_Longispora_fulva-Micromonosporales",0.40483725,2.982653,0.24575067
"1306542_Frankia_symbiont-Frankiales",1.4851711,2.2555838,0.94507027
"1983706_Leucobacter_weissii-Micrococcales",-1.1001203,3.7977867,2.511848
"129052_Catelliglobosispora_koreensis-Micromonosporales",0.4426855,3.1235976,0.37551117
"486698_Mycobacterium_riyadhense-Corynebacteriales",-0.84457624,-3.1528115,1.1987083
"995066_Actinopolyspora_mzabensis-Actinopolysporales",0.27052736,0.6703438,0.095713615
"2133958_Nocardioides_currus-Propionibacteriales",-0.35541403,1.5889317,4.8693485
"110933_Leifsonia_poae-Micrococcales",-1.0266808,4.3177643,2.5015798
"103728_Actinokineospora_diospyrosa-Pseudonocardiales",0.064766645,1.0524799,-0.5008924
"1273442_Mycobacterium_bourgelatii-Corynebacteriales",-0.8937907,-3.175387,1.2271066
"95161_Saccharopolyspora_flava-Pseudonocardiales",0.18490869,0.62680507,-0.19063711
"1736139_Kocuria_subflava-Micrococcales",-0.36225092,3.0327065,2.9516072
"2760832_Nocardioides_lijunqiniae-Propionibacteriales",-0.49227107,2.1513457,4.1319494
"68044_Streptomyces_libani-Streptomycetales",4.150278,1.0977387,2.224667
"68247_Streptomyces_omiyaensis-Streptomycetales",4.778937,0.4118942,3.0930002
"1872711_Herbihabitans_rhizosphaerae-Pseudonocardiales",-0.01121974,0.3281675,-0.19974852
"2580423_Streptomyces_montanus-Streptomycetales",4.865379,0.52244174,3.0343616
"1638985_Demequina_rhizosphaerae-Micrococcales",-0.6224632,1.6619473,3.9292448
"709868_Micromonospora_ureilytica-Micromonosporales",0.77398705,3.035539,0.38893342
"1124761_Nonomuraea_muscovyensis-Streptosporangiales",1.2059662,4.80449,-1.0520883
"95160_Actinomadura_catellatispora-Streptosporangiales",1.1760644,4.408161,-0.15864372
"941183_Nocardia_fusca-Corynebacteriales",-0.553879,-0.19731319,-0.12920952
"887464_Streptomyces_laculatispora-Streptomycetales",4.7626677,0.63213545,2.9922366
"67367_Streptomyces_tanashiensis-Streptomycetales",4.5920496,0.71960413,3.2857819
"1144548_Micromonospora_phaseoli-Micromonosporales",0.68109655,3.0480313,0.14157844
"2892029_Streptomyces_barringtoniae-Streptomycetales",4.3703375,0.90491116,3.309284
"1691570_Nocardia_rhizosphaerihabitans-Corynebacteriales",-0.62069345,-0.22272635,-0.11120653
"145857_Micromonospora_nigra-Micromonosporales",0.78384376,3.023319,0.22598219
"153971_Mycobacterium_palustre-Corynebacteriales",-0.79324746,-3.097285,1.1585257
"52698_Saccharomonospora_iraqiensis-Pseudonocardiales",-0.08927435,0.91157764,-0.4041326
"344166_Microbacterium_aoyamense-Micrococcales",-1.1722517,3.930384,2.843593
"663603_Actinomycetospora_succinea-Pseudonocardiales",-0.101995766,0.5755155,0.16917706
"2752516_Streptomyces_griseicoloratus-Streptomycetales",4.4938264,0.98247015,3.2664938
"1655439_Micromonospora_craterilacus-Micromonosporales",0.6922821,3.027347,0.23732233
"199136_Arthrobacter_koreensis-Micrococcales",-0.50575626,3.0873895,3.1274168
"2072922_Actinotalea_solisilvae-Micrococcales",-0.19172072,2.5456762,3.5187244
"31954_Bifidobacterium_pseudolongum-Bifidobacteriales",-1.0648054,-0.9538181,6.6115932
"931535_Cellulomonas_soli-Micrococcales",-0.3211012,1.3664997,4.4984736
"1088767_Thermoactinospora_rubra-Streptosporangiales",1.3469758,4.473983,-0.619611
"173363_Brachybacterium_fresconis-Micrococcales",-1.0539901,1.6493914,4.1972156
"47479_Streptosporangium_album-Streptosporangiales",1.3406125,4.6580744,-0.79332995
"2651189_Streptomyces_triticiradicis-Streptomycetales",4.520584,0.8957034,3.3104877
"80871_Cryptosporangium_arvum-Cryptosporangiales",0.9511708,2.4963932,1.3290704
"1348253_Microbacterium_mangrovi-Micrococcales",-1.0913966,3.917403,2.9260774
"67370_Streptomyces_umbrinus-Streptomycetales",4.859027,0.45025206,3.1413376
"1181886_Saccharopolyspora_dendranthemae-Pseudonocardiales",0.20333147,0.64908606,-0.1920929
"1185415_Micromonospora_wenchangensis-Micromonosporales",0.7561896,3.0784078,0.34652972
"209249_Nocardia_niigatensis-Corynebacteriales",-0.5390171,0.08709985,-0.33773065
"83382_Kitasatospora_xanthocidica-Streptomycetales",4.154014,0.58446604,2.9799516
"1262550_Brevibacterium_jeotgali-Micrococcales",-0.17135859,2.152155,3.1919405
"433660_Nocardioides_halotolerans-Propionibacteriales",-0.19091547,1.6567909,4.9188128
"90975_Acrocarpospora_pleiomorpha-Streptosporangiales",1.1977074,4.4059086,-0.40850306
"443156_Pedococcus_dokdonensis-Micrococcales",-0.4879191,1.0389436,5.0273867
"66424_Streptomyces_hiroshimensis-Streptomycetales",4.152681,0.7730236,2.2705023
"2053011_Micromonospora_zingiberis-Micromonosporales",0.77924764,3.1263402,0.18112946
"1638980_Demequina_gelatinilytica-Micrococcales",-0.7093034,1.6628158,3.9650397
"285351_Flavimobilis_marinus-Micrococcales",-0.38308978,2.2158504,3.6925414
"2697657_Micromonospora_rubida-Micromonosporales",0.53915983,3.3978982,0.17538834
"190195_Kribbella_antibiotica-Propionibacteriales",1.2323817,2.1752582,2.4676363
"47872_Micromonospora_purpureochromogenes-Micromonosporales",0.8563332,2.9554863,0.21391702
"1069963_Janibacter_alkaliphilus-Micrococcales",-0.60675573,1.6101413,4.5325418
"927661_Cryptosporangium_arvum-Cryptosporangiales",0.9511708,2.4963932,1.3290704
"2809028_Bifidobacterium_santillanense-Bifidobacteriales",-1.367883,-1.1818411,6.8924403
"442709_Flavimobilis_soli-Micrococcales",-0.39568543,1.940093,3.957688
"2835306_Mycolicibacter_acidiphilus-Corynebacteriales",-0.71403146,-0.2493087,-0.18952847
"99481_Tetrasphaera_japonica-Micrococcales",-0.6047307,1.353827,4.5957193
"402171_Lapillicoccus_jejuensis-Micrococcales",-0.30242288,1.5537627,4.613892
"369829_Saccharomonospora_saliphila-Pseudonocardiales",0.14812201,0.37246117,-0.14234829
"29321_Corynebacterium_otitidis-Corynebacteriales",-0.2538445,-0.010542512,1.229824
"1128664_Amycolatopsis_cihanbeyliensis-Pseudonocardiales",0.370188,0.71352386,-0.6418736
"1157498_Micromonospora_fiedleri-Micromonosporales",0.6080532,3.5120597,-0.046836615
"1839617_Micromonospora_parathelypteridis-Micromonosporales",0.39518458,3.2474148,0.3661189
"715784_Nocardioides_iriomotensis-Propionibacteriales",-0.26326048,1.3459272,4.7972193
"68170_Lentzea_aerocolonigenes-Pseudonocardiales",0.14660043,0.455744,-0.16520524
"479117_Brevibacterium_ravenspurgense-Micrococcales",-0.7241725,2.1468706,3.606107
"1530170_Saccharopolyspora_subtropica-Pseudonocardiales",0.4068382,0.5978036,-0.07419658
"33906_Actinopolyspora_mortivallis-Actinopolysporales",0.34963936,0.756917,0.09147763
"1848_Pseudonocardia_thermophila-Pseudonocardiales",0.19234514,0.44911966,-0.31864357
"43677_Promicromonospora_citrea-Micrococcales",-0.57428265,1.2859008,4.8437943
"1659_Actinomyces_israelii-Actinomycetales",-0.4577167,1.802654,4.3864045
"1266770_Streptomyces_rhizosphaerihabitans-Streptomycetales",4.5628877,0.8558031,3.31327
"75922_Mycolicibacterium_tusciae-Corynebacteriales",-0.83832085,-2.1346061,0.51576376
"2715536_Phytoactinopolyspora_limicola-Jiangellales",0.39912888,2.5450897,2.6181068
"1232429_Nesterenkonia_massiliensis-Micrococcales",-0.36550355,2.5934186,3.132961
"2485125_Kocuria_soli-Micrococcales",-0.31332004,3.0110986,3.0128014
"47864_Micromonospora_halophytica-Micromonosporales",0.48019516,2.884747,0.5821593
"2213158_Modestobacter_altitudinis-Geodermatophilales",0.9362148,2.1419888,0.8517351
"1892852_Solihabitans_fulvus-Pseudonocardiales",0.17613274,0.27565104,-0.40992498
"2756131_Streptomyces_himalayensis-Streptomycetales",4.7770715,0.557081,3.061807
"46188_Streptosporangium_violaceochromogenes-Streptosporangiales",1.2668049,4.738592,-0.89488816
"2614131_Bifidobacterium_choloepi-Bifidobacteriales",-1.1828606,-0.66267204,6.4540524
"1834516_Frankia_asymbiotica-Frankiales",1.2008147,2.8301039,0.23509002
"211113_Kibdelosporangium_philippinense-Pseudonocardiales",0.018850923,0.38690415,-0.16157651
"47848_Brachybacterium_tyrofermentans-Micrococcales",-1.1605053,1.770247,4.1900187
"2873381_Nocardia_coffeae-Corynebacteriales",-0.6650888,-1.548986,0.45358205
"1122192_Marinactinospora_thermotolerans-Streptosporangiales",1.241754,3.500503,0.06191635
"67327_Streptomyces_melanosporofaciens-Streptomycetales",4.189168,0.7125794,2.4043765
"2045107_Nonomuraea_cavernae-Streptosporangiales",1.2464447,4.781257,-0.89433646
"307121_Micromonospora_krabiensis-Micromonosporales",0.6462462,3.3254015,-0.012831688
"53363_Brevibacterium_mcbrellneri-Micrococcales",-0.36874652,2.2817433,3.4904745
"2020703_Lentzea_cavernae-Pseudonocardiales",0.16655064,0.4324167,-0.12968683
"663602_Actinomycetospora_corticicola-Pseudonocardiales",0.02677983,0.40639144,0.12287283
"643052_Allocatelliglobosispora_scoriae-Micromonosporales",0.41939175,2.9708488,0.44159675
"541095_Corynebacterium_lubricantis-Corynebacteriales",-0.45293176,-0.4806174,1.4596474
"1678637_Streptomyces_caatingaensis-Streptomycetales",4.119002,0.82648164,2.2293017
"745366_Micromonospora_humi-Micromonosporales",0.7285974,3.0087068,0.30718923
"2340821_Nocardioides_ferulae-Propionibacteriales",-0.49997103,1.6835743,4.705729
"986711_Micromonospora_maritima-Micromonosporales",0.7873862,2.9574583,0.33267164
"589162_Gordonia_crocea-Corynebacteriales",-0.70505667,-0.97759473,0.38354063
"67364_Streptomyces_sioyaensis-Streptomycetales",4.163699,1.0060425,2.2691612
"1305843_Salinispora_cortesiana-Micromonosporales",0.7939927,2.7789762,0.47921538
"648780_Haloactinopolyspora_alba-Jiangellales",0.3962136,2.0661488,2.7163973
"732241_Neomicrococcus_lactis-Micrococcales",-0.3538432,3.6543922,2.3963559
"2026255_Corynebacterium_hadale-Corynebacteriales",-0.2731917,-0.669878,1.5158598
"2065_Kitasatospora_phosalacinea-Streptomycetales",3.8704836,0.80605197,2.897033
"120957_Nocardia_abscessus-Corynebacteriales",-0.5495906,-0.23608959,-0.17958593
"2796464_Micromonospora_veneta-Micromonosporales",0.6426208,3.3008113,0.09578776
"396389_Aestuariimicrobium_kwangyangense-Propionibacteriales",0.50680315,2.451272,2.305715
"464995_Nocardiopsis_quinghaiensis-Streptosporangiales",1.1417129,3.273644,0.046028137
"1420891_Micromonospora_orduensis-Micromonosporales",0.710469,3.003421,0.36289454
"2768068_Streptomyces_genisteinicus-Streptomycetales",4.5377765,0.8059542,3.309689
"1427754_Microbispora_amethystogenes-Streptosporangiales",1.131215,4.4624,-0.5850694
"2569858_Streptomyces_tailanensis-Streptomycetales",4.7465906,0.49180555,3.1437778
"106412_Streptosporangium_subroseum-Streptosporangiales",1.3034079,4.5934396,-0.78693795
"988821_Cellulomonas_marina-Micrococcales",-0.65774035,1.9731538,4.2104673
"2652278_Mobiluncus_porci-Actinomycetales",-0.23210418,1.3194773,4.397759
"307119_Micromonospora_chaiyaphumensis-Micromonosporales",0.91641575,2.8366437,0.2463913
"44061_Streptomyces_thermodiastaticus-Streptomycetales",4.185716,0.9327382,3.147409
"550448_Microbacterium_lindanitolerans-Micrococcales",-0.7589531,3.9406521,2.486505
"66900_Streptomyces_lanatus-Streptomycetales",4.507759,0.84533525,3.3906784
"2530387_Saccharopolyspora_elongata-Pseudonocardiales",0.27911633,0.738416,-0.15525031
"574929_Streptomyces_abyssomicinicus-Streptomycetales",4.5605793,0.47874725,2.9922814
"686309_Micromonospora_haikouensis-Micromonosporales",0.7412478,3.0814786,0.23063874
"105420_Streptacidiphilus_neutrinimicus-Streptomycetales",3.9637287,0.90200776,2.662161
"111804_Actinomadura_oligospora-Streptosporangiales",1.139811,4.259926,-0.15180516
"498199_Dietzia_cercidiphylli-Corynebacteriales",-0.46277666,-0.9123473,0.8676648
"431269_Mycolicibacterium_setense-Corynebacteriales",-0.6902218,-1.9814878,0.43595433
"88074_Kitasatospora_cineracea-Streptomycetales",3.8691692,0.7362107,2.9361475
"2282648_Nesterenkonia_muleiensis-Micrococcales",-0.48278272,2.5538602,2.8719249
"2654637_Actinokineospora_pegani-Pseudonocardiales",0.043878734,0.82905436,-0.4801817
"113570_Actinoplanes_palleronii-Micromonosporales",0.35914654,3.2818272,-0.01897788
"2493090_Thermomonospora_catenispora-Streptosporangiales",1.3051426,3.7420545,0.23355818
"566012_Kineosporia_mesophila-Kineosporiales",0.43382138,3.4312236,1.5656565
"380248_Streptomyces_alni-Streptomycetales",4.127583,0.5089206,2.952228
"356851_Micromonospora_chokoriensis-Micromonosporales",0.6822819,3.0487921,0.33333302
"2487364_Rhodococcus_xishaensis-Corynebacteriales",-0.23990834,-1.6021523,0.5355935
"2809026_Bifidobacterium_colobi-Bifidobacteriales",-1.3763692,-1.0886431,6.686028
"43304_Mycolicibacterium_peregrinum-Corynebacteriales",-0.78672993,-2.0562718,0.37089252
"2050896_Brachybacterium_timonense-Micrococcales",-0.80445457,1.6634979,4.3832006
